,number,value,datetime_start,datetime_complete,duration,params_depth,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,params_orders_layer_0,params_orders_layer_1,params_orders_layer_2,params_orders_layer_3,params_orders_layer_4,params_orders_layer_5,params_orders_layer_6,params_orders_layer_7,params_orders_layer_8,params_orders_layer_9,state
66,66,0.7785085716025699,2025-01-01 03:11:03.250306,2025-01-01 03:11:26.923790,0 days 00:00:23.673484,8,50,45.0,90.0,55.0,85.0,20.0,25.0,35.0,,,3,6.0,2.0,4.0,2.0,3.0,2.0,4.0,,,COMPLETE
67,67,0.7791606055708206,2025-01-01 03:11:26.924457,2025-01-01 03:11:47.412282,0 days 00:00:20.487825,7,45,55.0,95.0,45.0,95.0,40.0,45.0,,,,2,6.0,3.0,4.0,3.0,3.0,2.0,,,,COMPLETE
68,68,0.7621078665665233,2025-01-01 03:11:47.412930,2025-01-01 03:12:19.945777,0 days 00:00:32.532847,8,55,60.0,100.0,40.0,80.0,30.0,50.0,40.0,,,5,5.0,2.0,5.0,2.0,4.0,2.0,4.0,,,COMPLETE
69,69,0.7908866942569059,2025-01-01 03:12:19.946618,2025-01-01 03:12:40.347352,0 days 00:00:20.400734,7,70,35.0,85.0,65.0,55.0,70.0,65.0,,,,2,6.0,3.0,3.0,3.0,3.0,3.0,,,,COMPLETE
70,70,0.7872980454841569,2025-01-01 03:12:40.348032,2025-01-01 03:13:10.090734,0 days 00:00:29.742702,8,40,45.0,20.0,50.0,75.0,20.0,45.0,20.0,,,2,5.0,2.0,5.0,2.0,6.0,2.0,4.0,,,COMPLETE
71,71,0.8066637546107552,2025-01-01 03:13:10.091413,2025-01-01 03:13:40.546512,0 days 00:00:30.455099,8,50,45.0,85.0,60.0,70.0,30.0,30.0,60.0,,,2,5.0,2.0,4.0,2.0,3.0,2.0,5.0,,,COMPLETE
72,72,0.788034398034398,2025-01-01 03:13:40.547225,2025-01-01 03:14:06.568342,0 days 00:00:26.021117,7,60,35.0,95.0,55.0,70.0,30.0,20.0,,,,2,5.0,2.0,4.0,2.0,3.0,2.0,,,,COMPLETE
73,73,0.7997288860174021,2025-01-01 03:14:06.569101,2025-01-01 03:14:41.093207,0 days 00:00:34.524106,9,75,55.0,80.0,60.0,60.0,40.0,35.0,55.0,25.0,,2,5.0,3.0,4.0,2.0,3.0,3.0,5.0,5.0,,COMPLETE
74,74,0.7763593745822279,2025-01-01 03:14:41.093945,2025-01-01 03:15:15.061589,0 days 00:00:33.967644,8,50,50.0,85.0,65.0,75.0,20.0,40.0,65.0,,,4,4.0,2.0,4.0,3.0,2.0,2.0,6.0,,,COMPLETE
75,75,0.7963009545097839,2025-01-01 03:15:15.062435,2025-01-01 03:15:39.369390,0 days 00:00:24.306955,8,60,65.0,90.0,80.0,70.0,30.0,60.0,45.0,,,2,5.0,2.0,3.0,2.0,3.0,2.0,4.0,,,COMPLETE
