,number,value,datetime_start,datetime_complete,duration,params_depth,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,params_orders_layer_0,params_orders_layer_1,params_orders_layer_2,params_orders_layer_3,params_orders_layer_4,params_orders_layer_5,params_orders_layer_6,params_orders_layer_7,params_orders_layer_8,params_orders_layer_9,state
58,58,0.852585756018361,2024-12-31 20:11:21.074403,2024-12-31 20:12:47.158844,0 days 00:01:26.084441,10,80,5.0,85.0,50.0,10.0,85.0,30.0,90.0,20.0,30.0,3,2.0,3.0,2.0,2.0,6.0,4.0,2.0,4.0,5.0,COMPLETE
59,59,0.8703327951452208,2024-12-31 20:12:47.159728,2024-12-31 20:13:32.190851,0 days 00:00:45.031123,9,90,30.0,65.0,85.0,5.0,30.0,50.0,75.0,25.0,,2,6.0,2.0,2.0,3.0,5.0,3.0,2.0,6.0,,COMPLETE
60,60,0.8606447607740149,2024-12-31 20:13:32.191700,2024-12-31 20:14:55.868597,0 days 00:01:23.676897,10,90,30.0,70.0,80.0,35.0,5.0,50.0,55.0,25.0,30.0,2,5.0,2.0,2.0,3.0,5.0,3.0,2.0,6.0,5.0,COMPLETE
61,61,0.8408177386917544,2024-12-31 20:14:55.869401,2024-12-31 20:15:53.349344,0 days 00:00:57.479943,9,85,35.0,55.0,95.0,5.0,50.0,65.0,75.0,5.0,,2,6.0,2.0,2.0,3.0,5.0,4.0,2.0,5.0,,COMPLETE
62,62,0.8689571034495458,2024-12-31 20:15:53.350215,2024-12-31 20:16:41.585661,0 days 00:00:48.235446,9,95,25.0,65.0,90.0,5.0,40.0,35.0,70.0,40.0,,2,6.0,2.0,2.0,2.0,5.0,3.0,3.0,6.0,,COMPLETE
63,63,0.8600034825004353,2024-12-31 20:16:41.587072,2024-12-31 20:17:36.979265,0 days 00:00:55.392193,10,90,45.0,65.0,85.0,5.0,10.0,35.0,65.0,35.0,25.0,2,6.0,2.0,2.0,2.0,6.0,3.0,2.0,6.0,5.0,COMPLETE
64,64,0.8640528982774952,2024-12-31 20:17:36.997336,2024-12-31 20:18:33.332907,0 days 00:00:56.335571,9,100,25.0,75.0,90.0,15.0,30.0,50.0,45.0,15.0,,2,6.0,2.0,2.0,2.0,5.0,3.0,4.0,6.0,,COMPLETE
65,65,0.8635778974685611,2024-12-31 20:18:33.333783,2024-12-31 20:19:32.602426,0 days 00:00:59.268643,9,90,50.0,60.0,90.0,45.0,40.0,40.0,50.0,50.0,,2,6.0,2.0,2.0,2.0,4.0,2.0,3.0,5.0,,COMPLETE
66,66,0.8753956185848505,2024-12-31 20:19:32.603206,2024-12-31 20:20:31.801274,0 days 00:00:59.198068,10,20,10.0,90.0,75.0,20.0,60.0,35.0,75.0,15.0,100.0,2,6.0,2.0,3.0,3.0,5.0,3.0,2.0,6.0,2.0,COMPLETE
67,67,0.850004289967623,2024-12-31 20:20:31.802150,2024-12-31 20:21:49.531127,0 days 00:01:17.728977,10,15,10.0,90.0,75.0,25.0,70.0,60.0,60.0,15.0,100.0,2,6.0,3.0,3.0,3.0,5.0,3.0,2.0,5.0,2.0,COMPLETE
68,68,0.8209018868989382,2024-12-31 20:21:49.531963,2024-12-31 20:22:42.414679,0 days 00:00:52.882716,10,50,15.0,95.0,65.0,20.0,55.0,45.0,35.0,15.0,75.0,3,6.0,2.0,3.0,3.0,6.0,2.0,2.0,6.0,2.0,COMPLETE
69,69,0.8609945797281733,2024-12-31 20:22:42.415517,2024-12-31 20:24:26.608790,0 days 00:01:44.193273,10,25,5.0,85.0,85.0,10.0,60.0,30.0,80.0,30.0,100.0,3,5.0,3.0,3.0,3.0,4.0,5.0,2.0,5.0,4.0,COMPLETE
70,70,0.8510152508721461,2024-12-31 20:24:26.609610,2024-12-31 20:24:53.378596,0 days 00:00:26.768986,5,60,10.0,80.0,70.0,25.0,,,,,,2,6.0,2.0,4.0,3.0,,,,,,COMPLETE
71,71,0.8536902610074164,2024-12-31 20:24:53.379306,2024-12-31 20:25:44.711762,0 days 00:00:51.332456,9,85,25.0,40.0,95.0,5.0,5.0,35.0,70.0,35.0,,2,6.0,2.0,2.0,2.0,5.0,3.0,3.0,6.0,,COMPLETE
