,number,value,datetime_start,datetime_complete,duration,params_depth,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,params_orders_layer_0,params_orders_layer_1,params_orders_layer_2,params_orders_layer_3,params_orders_layer_4,params_orders_layer_5,params_orders_layer_6,params_orders_layer_7,params_orders_layer_8,params_orders_layer_9,state
107,107,0.8385416666666667,2025-01-01 11:33:26.468364,2025-01-01 11:33:45.338271,0 days 00:00:18.869907,3,85,15.0,95.0,,,,,,,,3,5.0,6.0,,,,,,,,COMPLETE
108,108,0.80625,2025-01-01 11:33:45.339104,2025-01-01 11:33:54.079163,0 days 00:00:08.740059,2,95,20.0,,,,,,,,,2,4.0,,,,,,,,,COMPLETE
109,109,0.8708333333333333,2025-01-01 11:33:54.079626,2025-01-01 11:34:08.385865,0 days 00:00:14.306239,8,70,10.0,70.0,25.0,20.0,40.0,70.0,100.0,,,3,3.0,4.0,4.0,6.0,3.0,3.0,4.0,,,COMPLETE
110,110,0.7560846560846561,2025-01-01 11:34:08.386855,2025-01-01 11:34:14.915584,0 days 00:00:06.528729,1,80,,,,,,,,,,4,,,,,,,,,,COMPLETE
111,111,0.7910750507099391,2025-01-01 11:34:14.916023,2025-01-01 11:34:32.423199,0 days 00:00:17.507176,9,70,10.0,70.0,25.0,25.0,40.0,65.0,100.0,5.0,,3,3.0,4.0,4.0,6.0,3.0,3.0,4.0,2.0,,COMPLETE
112,112,0.7935828877005348,2025-01-01 11:34:32.423931,2025-01-01 11:35:09.163771,0 days 00:00:36.739840,10,90,5.0,80.0,15.0,20.0,45.0,85.0,70.0,100.0,10.0,3,2.0,4.0,5.0,6.0,3.0,3.0,3.0,6.0,2.0,COMPLETE
113,113,0.8938029661016949,2025-01-01 11:35:09.164621,2025-01-01 11:35:33.609404,0 days 00:00:24.444783,5,65,10.0,60.0,40.0,15.0,,,,,,3,4.0,4.0,4.0,5.0,,,,,,COMPLETE
114,114,0.7309322033898304,2025-01-01 11:35:33.609982,2025-01-01 11:35:47.990124,0 days 00:00:14.380142,8,75,10.0,60.0,40.0,15.0,15.0,60.0,85.0,,,3,3.0,4.0,4.0,5.0,4.0,2.0,4.0,,,COMPLETE
115,115,0.7084639498432602,2025-01-01 11:35:47.990764,2025-01-01 11:36:18.904943,0 days 00:00:30.914179,8,65,5.0,75.0,60.0,10.0,30.0,100.0,80.0,,,3,4.0,4.0,3.0,5.0,2.0,5.0,3.0,,,COMPLETE
116,116,0.7574967405475881,2025-01-01 11:36:18.905724,2025-01-01 11:36:37.466199,0 days 00:00:18.560475,5,65,15.0,90.0,30.0,50.0,,,,,,2,2.0,3.0,4.0,4.0,,,,,,COMPLETE
117,117,0.753763440860215,2025-01-01 11:36:37.467019,2025-01-01 11:37:02.264290,0 days 00:00:24.797271,6,50,25.0,75.0,55.0,35.0,60.0,,,,,3,3.0,4.0,3.0,4.0,5.0,,,,,COMPLETE
118,118,0.8013495276653171,2025-01-01 11:37:02.264874,2025-01-01 11:37:14.707217,0 days 00:00:12.442343,3,60,20.0,90.0,,,,,,,,2,5.0,3.0,,,,,,,,COMPLETE
119,119,0.7616645649432534,2025-01-01 11:37:14.707717,2025-01-01 11:37:22.179894,0 days 00:00:07.472177,2,60,10.0,,,,,,,,,3,2.0,,,,,,,,,COMPLETE
120,120,0.8391690009337067,2025-01-01 11:37:22.180316,2025-01-01 11:37:26.131862,0 days 00:00:03.951546,1,80,,,,,,,,,,2,,,,,,,,,,COMPLETE
121,121,0.7902680197762164,2025-01-01 11:37:26.132261,2025-01-01 11:37:50.317635,0 days 00:00:24.185374,5,70,5.0,55.0,35.0,20.0,,,,,,3,4.0,4.0,5.0,6.0,,,,,,COMPLETE
122,122,0.703663500678426,2025-01-01 11:37:50.318239,2025-01-01 11:38:20.339451,0 days 00:00:30.021212,5,75,15.0,65.0,40.0,10.0,,,,,,3,4.0,5.0,6.0,6.0,,,,,,COMPLETE
