,number,value,datetime_start,datetime_complete,duration,params_depth,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,params_orders_layer_0,params_orders_layer_1,params_orders_layer_2,params_orders_layer_3,params_orders_layer_4,params_orders_layer_5,params_orders_layer_6,params_orders_layer_7,params_orders_layer_8,params_orders_layer_9,state
84,84,0.5657142857142857,2025-01-01 14:05:32.831142,2025-01-01 14:06:09.960023,0 days 00:00:37.128881,9,100,45.0,25.0,50.0,30.0,50.0,30.0,20.0,95.0,,3,4.0,6.0,4.0,4.0,2.0,2.0,3.0,4.0,,COMPLETE
85,85,0.6198479391756703,2025-01-01 14:06:09.961642,2025-01-01 14:06:28.040972,0 days 00:00:18.079330,8,65,55.0,5.0,70.0,40.0,75.0,50.0,10.0,,,3,4.0,2.0,6.0,4.0,4.0,3.0,4.0,,,COMPLETE
86,86,0.4393939393939394,2025-01-01 14:06:28.041600,2025-01-01 14:07:03.330464,0 days 00:00:35.288864,9,80,60.0,15.0,65.0,55.0,10.0,35.0,25.0,45.0,,2,5.0,3.0,5.0,3.0,3.0,2.0,5.0,6.0,,COMPLETE
87,87,0.6753246753246753,2025-01-01 14:07:03.331164,2025-01-01 14:07:32.454559,0 days 00:00:29.123395,7,55,40.0,10.0,80.0,35.0,70.0,40.0,,,,4,3.0,2.0,5.0,5.0,2.0,5.0,,,,COMPLETE
88,88,0.5571658615136876,2025-01-01 14:07:32.455266,2025-01-01 14:08:04.165390,0 days 00:00:31.710124,7,55,35.0,10.0,80.0,20.0,80.0,20.0,,,,5,3.0,3.0,6.0,5.0,4.0,5.0,,,,COMPLETE
89,89,0.3294010889292196,2025-01-01 14:08:04.166231,2025-01-01 14:08:31.852257,0 days 00:00:27.686026,6,30,40.0,5.0,85.0,40.0,70.0,,,,,4,3.0,4.0,4.0,5.0,3.0,,,,,COMPLETE
90,90,0.5245969408846631,2025-01-01 14:08:31.852882,2025-01-01 14:09:04.532846,0 days 00:00:32.679964,7,50,45.0,10.0,90.0,60.0,75.0,40.0,,,,4,3.0,3.0,4.0,5.0,5.0,5.0,,,,COMPLETE
91,91,0.662962962962963,2025-01-01 14:09:04.533697,2025-01-01 14:09:16.925237,0 days 00:00:12.391540,8,60,40.0,15.0,75.0,35.0,55.0,45.0,15.0,,,3,3.0,2.0,5.0,4.0,2.0,6.0,2.0,,,COMPLETE
92,92,0.5358974358974359,2025-01-01 14:09:16.925880,2025-01-01 14:09:32.692750,0 days 00:00:15.766870,8,60,50.0,20.0,75.0,45.0,55.0,35.0,10.0,,,3,3.0,2.0,5.0,5.0,2.0,6.0,2.0,,,COMPLETE
93,93,0.6532027743778049,2025-01-01 14:09:32.693582,2025-01-01 14:09:59.614329,0 days 00:00:26.920747,7,55,40.0,15.0,85.0,30.0,45.0,40.0,,,,5,3.0,2.0,5.0,2.0,2.0,6.0,,,,COMPLETE
