,number,value,datetime_start,datetime_complete,duration,params_depth,params_grid,params_k,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_10,params_neurons_layer_11,params_neurons_layer_12,params_neurons_layer_13,params_neurons_layer_14,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,state
262,262,0.8033313851548802,2025-01-08 08:47:53.147260,2025-01-08 08:48:00.483081,0 days 00:00:07.335821,6,1,3,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
263,263,0.8055555555555556,2025-01-08 08:48:00.484238,2025-01-08 08:48:05.209414,0 days 00:00:04.725176,5,1,1,30,35.0,,,,,,25.0,25.0,25.0,,,,,,COMPLETE
264,264,0.835480093676815,2025-01-08 08:48:05.210399,2025-01-08 08:48:10.420250,0 days 00:00:05.209851,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,20.0,,,,,COMPLETE
265,265,0.8663517643789942,2025-01-08 08:48:10.421329,2025-01-08 08:48:15.764220,0 days 00:00:05.342891,6,1,1,30,40.0,,,,,,20.0,30.0,25.0,15.0,,,,,COMPLETE
266,266,0.864367816091954,2025-01-08 08:48:15.765252,2025-01-08 08:48:21.012076,0 days 00:00:05.246824,6,1,1,30,40.0,,,,,,20.0,25.0,30.0,15.0,,,,,COMPLETE
267,267,0.3620218579234972,2025-01-08 08:48:21.013097,2025-01-08 08:48:28.331647,0 days 00:00:07.318550,5,1,4,30,40.0,,,,,,25.0,20.0,25.0,,,,,,COMPLETE
268,268,0.0,2025-01-08 08:48:28.332828,2025-01-08 08:48:33.812974,0 days 00:00:05.480146,7,5,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,5.0,,,,COMPLETE
269,269,0.7088888888888889,2025-01-08 08:48:33.814302,2025-01-08 08:48:38.706509,0 days 00:00:04.892207,6,3,1,20,35.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
270,270,0.845603813559322,2025-01-08 08:48:38.707424,2025-01-08 08:48:44.593303,0 days 00:00:05.885879,7,1,1,30,40.0,,,,,,20.0,30.0,25.0,15.0,15.0,,,,COMPLETE
271,271,0.8548009367681498,2025-01-08 08:48:44.594204,2025-01-08 08:48:49.872647,0 days 00:00:05.278443,6,1,1,25,45.0,,,,,,15.0,25.0,30.0,15.0,,,,,COMPLETE
272,272,0.885483870967742,2025-01-08 08:48:49.873523,2025-01-08 08:48:55.198070,0 days 00:00:05.324547,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
273,273,0.7987249544626593,2025-01-08 08:48:55.199165,2025-01-08 08:48:59.786031,0 days 00:00:04.586866,5,1,1,30,40.0,,,,,,25.0,25.0,25.0,,,,,,COMPLETE
274,274,0.8762295081967213,2025-01-08 08:48:59.787033,2025-01-08 08:49:05.827169,0 days 00:00:06.040136,7,1,1,30,40.0,,,,,,20.0,25.0,25.0,20.0,10.0,,,,COMPLETE
275,275,0.8663517643789942,2025-01-08 08:49:05.828241,2025-01-08 08:49:11.159010,0 days 00:00:05.330769,6,1,1,30,40.0,,,,,,20.0,30.0,25.0,15.0,,,,,COMPLETE
276,276,0.8165859564164648,2025-01-08 08:49:11.159824,2025-01-08 08:49:16.606084,0 days 00:00:05.446260,6,1,1,35,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
277,277,0.8544710695499708,2025-01-08 08:49:16.607153,2025-01-08 08:49:21.780929,0 days 00:00:05.173776,6,1,1,30,45.0,,,,,,20.0,20.0,25.0,15.0,,,,,COMPLETE
278,278,0.8055469953775038,2025-01-08 08:49:21.782003,2025-01-08 08:49:27.591204,0 days 00:00:05.809201,7,1,1,25,35.0,,,,,,20.0,25.0,25.0,15.0,40.0,,,,COMPLETE
279,279,0.8461317227494967,2025-01-08 08:49:27.592146,2025-01-08 08:49:32.962817,0 days 00:00:05.370671,6,1,1,30,40.0,,,,,,25.0,25.0,25.0,15.0,,,,,COMPLETE
280,280,0.8754789272030651,2025-01-08 08:49:32.963922,2025-01-08 08:49:37.831950,0 days 00:00:04.868028,5,1,1,35,50.0,,,,,,20.0,30.0,20.0,,,,,,COMPLETE
281,281,0.8499583217560434,2025-01-08 08:49:37.833170,2025-01-08 08:49:44.074236,0 days 00:00:06.241066,6,1,2,30,40.0,,,,,,20.0,25.0,30.0,15.0,,,,,COMPLETE
282,282,0.8234463276836159,2025-01-08 08:49:44.075344,2025-01-08 08:49:49.937821,0 days 00:00:05.862477,7,1,1,30,40.0,,,,,,15.0,25.0,25.0,15.0,5.0,,,,COMPLETE
283,283,0.8759562841530055,2025-01-08 08:49:49.938842,2025-01-08 08:49:54.911509,0 days 00:00:04.972667,6,1,1,10,40.0,,,,,,20.0,25.0,25.0,10.0,,,,,COMPLETE
284,284,0.0,2025-01-08 08:49:54.912235,2025-01-08 08:50:02.126463,0 days 00:00:07.214228,12,3,1,35,40.0,40.0,40.0,,,,25.0,25.0,25.0,20.0,20.0,50.0,10.0,35.0,COMPLETE
285,285,0.8663517643789942,2025-01-08 08:50:02.166325,2025-01-08 08:50:07.408166,0 days 00:00:05.241841,6,1,1,30,35.0,,,,,,20.0,30.0,25.0,15.0,,,,,COMPLETE
286,286,0.8189269746646797,2025-01-08 08:50:07.409100,2025-01-08 08:50:11.862680,0 days 00:00:04.453580,5,1,1,30,40.0,,,,,,15.0,25.0,20.0,,,,,,COMPLETE
287,287,0.8663517643789942,2025-01-08 08:50:11.863679,2025-01-08 08:50:17.655994,0 days 00:00:05.792315,7,1,1,25,40.0,,,,,,20.0,20.0,25.0,15.0,40.0,,,,COMPLETE
288,288,0.885483870967742,2025-01-08 08:50:17.657018,2025-01-08 08:50:22.978182,0 days 00:00:05.321164,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
289,289,0.8026315789473684,2025-01-08 08:50:22.979143,2025-01-08 08:50:28.415050,0 days 00:00:05.435907,6,1,1,40,35.0,,,,,,20.0,25.0,30.0,15.0,,,,,COMPLETE
290,290,0.885483870967742,2025-01-08 08:50:28.416171,2025-01-08 08:50:33.766535,0 days 00:00:05.350364,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
291,291,0.03125,2025-01-08 08:50:33.767377,2025-01-08 08:50:39.887958,0 days 00:00:06.120581,7,5,1,40,45.0,,,,,,50.0,30.0,20.0,15.0,15.0,,,,COMPLETE
292,292,0.8565365025466893,2025-01-08 08:50:39.889243,2025-01-08 08:50:45.424061,0 days 00:00:05.534818,6,1,1,30,40.0,,,,,,25.0,25.0,25.0,20.0,,,,,COMPLETE
293,293,0.8571428571428571,2025-01-08 08:50:45.425007,2025-01-08 08:50:49.952994,0 days 00:00:04.527987,5,1,1,30,40.0,,,,,,20.0,25.0,25.0,,,,,,COMPLETE
294,294,0.8336369156041287,2025-01-08 08:50:49.953996,2025-01-08 08:50:54.793494,0 days 00:00:04.839498,6,1,1,25,25.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
295,295,0.8275862068965517,2025-01-08 08:50:54.794541,2025-01-08 08:51:00.669213,0 days 00:00:05.874672,7,1,1,30,40.0,,,,,,25.0,20.0,35.0,10.0,20.0,,,,COMPLETE
296,296,0.7802064359441409,2025-01-08 08:51:00.670009,2025-01-08 08:51:05.925002,0 days 00:00:05.254993,6,1,1,30,40.0,,,,,,20.0,30.0,20.0,15.0,,,,,COMPLETE
297,297,0.8165859564164648,2025-01-08 08:51:05.926100,2025-01-08 08:51:11.366589,0 days 00:00:05.440489,6,1,1,35,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
298,298,0.8375219170075978,2025-01-08 08:51:11.367740,2025-01-08 08:51:17.203472,0 days 00:00:05.835732,7,1,1,30,40.0,,,,,,15.0,25.0,25.0,20.0,40.0,,,,COMPLETE
299,299,0.0,2025-01-08 08:51:17.209766,2025-01-08 08:51:28.698782,0 days 00:00:11.489016,15,1,1,40,35.0,10.0,20.0,30.0,50.0,5.0,20.0,25.0,30.0,15.0,45.0,10.0,5.0,25.0,COMPLETE
300,300,0.8685344827586207,2025-01-08 08:51:28.699966,2025-01-08 08:51:34.829775,0 days 00:00:06.129809,5,1,3,30,25.0,,,,,,20.0,25.0,25.0,,,,,,COMPLETE
301,301,0.8303571428571428,2025-01-08 08:51:34.830819,2025-01-08 08:51:40.038247,0 days 00:00:05.207428,6,1,1,30,40.0,,,,,,25.0,25.0,5.0,15.0,,,,,COMPLETE
302,302,0.8688524590163934,2025-01-08 08:51:40.039354,2025-01-08 08:51:45.437402,0 days 00:00:05.398048,6,1,1,30,40.0,,,,,,30.0,30.0,25.0,10.0,,,,,COMPLETE
303,303,0.7968253968253969,2025-01-08 08:51:45.438471,2025-01-08 08:51:52.364804,0 days 00:00:06.926333,7,1,2,30,40.0,,,,,,20.0,25.0,25.0,15.0,25.0,,,,COMPLETE
304,304,0.0,2025-01-08 08:51:52.365980,2025-01-08 08:51:57.394331,0 days 00:00:05.028351,6,9,1,30,45.0,,,,,,20.0,30.0,25.0,15.0,,,,,COMPLETE
305,305,0.8165859564164648,2025-01-08 08:51:57.395534,2025-01-08 08:52:02.781021,0 days 00:00:05.385487,6,1,1,40,20.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
306,306,0.8671328671328671,2025-01-08 08:52:02.782055,2025-01-08 08:52:07.378216,0 days 00:00:04.596161,5,1,1,35,40.0,,,,,,20.0,25.0,20.0,,,,,,COMPLETE
307,307,0.41721491228070173,2025-01-08 08:52:07.379365,2025-01-08 08:52:13.111895,0 days 00:00:05.732530,7,1,1,15,40.0,,,,,,15.0,25.0,25.0,15.0,10.0,,,,COMPLETE
308,308,0.861228813559322,2025-01-08 08:52:13.112655,2025-01-08 08:52:18.376118,0 days 00:00:05.263463,6,1,1,30,25.0,,,,,,20.0,25.0,25.0,10.0,,,,,COMPLETE
309,309,0.8526881720430108,2025-01-08 08:52:18.377126,2025-01-08 08:52:23.618157,0 days 00:00:05.241031,6,1,1,30,40.0,,,,,,25.0,25.0,10.0,15.0,,,,,COMPLETE
310,310,0.8003629764065335,2025-01-08 08:52:23.619186,2025-01-08 08:52:28.550646,0 days 00:00:04.931460,6,3,1,30,40.0,,,,,,20.0,20.0,30.0,20.0,,,,,COMPLETE
311,311,0.8368421052631578,2025-01-08 08:52:28.551672,2025-01-08 08:52:34.494259,0 days 00:00:05.942587,7,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,20.0,,,,COMPLETE
312,312,0.8090909090909091,2025-01-08 08:52:34.495132,2025-01-08 08:52:39.326394,0 days 00:00:04.831262,5,1,1,40,45.0,,,,,,30.0,25.0,25.0,,,,,,COMPLETE
313,313,0.8166666666666667,2025-01-08 08:52:39.327568,2025-01-08 08:52:44.624752,0 days 00:00:05.297184,6,1,1,25,40.0,,,,,,20.0,30.0,25.0,15.0,,,,,COMPLETE
314,314,0.864367816091954,2025-01-08 08:52:44.625725,2025-01-08 08:52:49.831838,0 days 00:00:05.206113,6,1,1,30,35.0,,,,,,25.0,25.0,20.0,30.0,,,,,COMPLETE
315,315,0.8131313131313131,2025-01-08 08:52:49.832958,2025-01-08 08:52:54.350193,0 days 00:00:04.517235,5,1,1,35,20.0,,,,,,20.0,25.0,25.0,,,,,,COMPLETE
316,316,0.8663517643789942,2025-01-08 08:52:54.351161,2025-01-08 08:52:59.518304,0 days 00:00:05.167143,6,1,1,30,25.0,,,,,,15.0,25.0,25.0,15.0,,,,,COMPLETE
317,317,0.8753417167851285,2025-01-08 08:52:59.519184,2025-01-08 08:53:05.475310,0 days 00:00:05.956126,7,1,1,30,40.0,,,,,,20.0,30.0,20.0,15.0,45.0,,,,COMPLETE
318,318,0.8523002421307506,2025-01-08 08:53:05.476217,2025-01-08 08:53:10.864878,0 days 00:00:05.388661,6,1,1,30,40.0,,,,,,20.0,20.0,25.0,15.0,,,,,COMPLETE
319,319,0.8523002421307506,2025-01-08 08:53:10.866010,2025-01-08 08:53:14.178005,0 days 00:00:03.311995,3,7,1,40,40.0,,,,,,20.0,,,,,,,,COMPLETE
320,320,0.8151515151515152,2025-01-08 08:53:14.179048,2025-01-08 08:53:19.216946,0 days 00:00:05.037898,6,1,1,30,40.0,,,,,,20.0,25.0,10.0,15.0,,,,,COMPLETE
321,321,0.8719298245614036,2025-01-08 08:53:19.217983,2025-01-08 08:53:25.265905,0 days 00:00:06.047922,7,1,1,35,40.0,,,,,,25.0,25.0,25.0,10.0,40.0,,,,COMPLETE
322,322,0.8224559232910609,2025-01-08 08:53:25.266820,2025-01-08 08:53:30.412343,0 days 00:00:05.145523,6,1,1,30,25.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
323,323,0.859212684527064,2025-01-08 08:53:30.413320,2025-01-08 08:53:35.627579,0 days 00:00:05.214259,6,1,1,30,35.0,,,,,,20.0,25.0,30.0,15.0,,,,,COMPLETE
324,324,0.82010582010582,2025-01-08 08:53:35.628607,2025-01-08 08:53:40.629543,0 days 00:00:05.000936,5,1,1,40,40.0,,,,,,20.0,30.0,25.0,,,,,,COMPLETE
325,325,0.8666666666666667,2025-01-08 08:53:40.630592,2025-01-08 08:53:46.367965,0 days 00:00:05.737373,7,1,1,25,40.0,,,,,,15.0,25.0,25.0,20.0,25.0,,,,COMPLETE
326,326,0.8521505376344086,2025-01-08 08:53:46.369145,2025-01-08 08:53:51.551953,0 days 00:00:05.182808,6,1,1,30,40.0,,,,,,20.0,25.0,20.0,15.0,,,,,COMPLETE
327,327,0.8277511961722488,2025-01-08 08:53:51.552870,2025-01-08 08:53:53.976162,0 days 00:00:02.423292,2,1,1,30,40.0,,,,,,,,,,,,,,COMPLETE
328,328,0.8227812323346524,2025-01-08 08:53:53.976961,2025-01-08 08:53:59.088162,0 days 00:00:05.111201,6,1,1,30,20.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
329,329,0.8046218487394958,2025-01-08 08:53:59.089120,2025-01-08 08:54:06.294342,0 days 00:00:07.205222,7,1,2,30,40.0,,,,,,25.0,30.0,25.0,15.0,15.0,,,,COMPLETE
330,330,0.8761618370694368,2025-01-08 08:54:06.295597,2025-01-08 08:54:11.509875,0 days 00:00:05.214278,6,1,1,30,45.0,,,,,,20.0,25.0,10.0,15.0,,,,,COMPLETE
331,331,0.7636363636363637,2025-01-08 08:54:11.510674,2025-01-08 08:54:16.906354,0 days 00:00:05.395680,6,1,1,25,40.0,,,,,,20.0,25.0,25.0,10.0,,,,,COMPLETE
332,332,0.26990838618745594,2025-01-08 08:54:16.907233,2025-01-08 08:54:21.856771,0 days 00:00:04.949538,6,5,1,40,25.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
333,333,0.8214192196910186,2025-01-08 08:54:21.857942,2025-01-08 08:54:25.694009,0 days 00:00:03.836067,4,1,1,30,35.0,,,,,,20.0,30.0,,,,,,,COMPLETE
334,334,0.9016129032258065,2025-01-08 08:54:25.695059,2025-01-08 08:54:31.661064,0 days 00:00:05.966005,7,1,1,35,40.0,,,,,,25.0,20.0,20.0,15.0,35.0,,,,COMPLETE
335,335,0.873015873015873,2025-01-08 08:54:31.662290,2025-01-08 08:54:37.607035,0 days 00:00:05.944745,7,1,1,35,40.0,,,,,,25.0,30.0,20.0,15.0,35.0,,,,COMPLETE
336,336,0.8471264367816091,2025-01-08 08:54:37.608482,2025-01-08 08:54:43.395098,0 days 00:00:05.786616,7,1,1,35,20.0,,,,,,25.0,20.0,20.0,15.0,40.0,,,,COMPLETE
337,337,0.7833333333333334,2025-01-08 08:54:43.396240,2025-01-08 08:54:49.162122,0 days 00:00:05.765882,7,3,1,35,40.0,,,,,,25.0,15.0,20.0,15.0,35.0,,,,COMPLETE
338,338,0.8595628415300547,2025-01-08 08:54:49.163228,2025-01-08 08:54:55.385981,0 days 00:00:06.222753,7,1,1,40,40.0,,,,,,25.0,30.0,20.0,15.0,25.0,,,,COMPLETE
339,339,0.8685344827586207,2025-01-08 08:54:55.387240,2025-01-08 08:55:01.365644,0 days 00:00:05.978404,7,1,1,35,40.0,,,,,,25.0,20.0,20.0,20.0,50.0,,,,COMPLETE
340,340,0.8165859564164648,2025-01-08 08:55:01.366643,2025-01-08 08:55:06.571216,0 days 00:00:05.204573,6,1,1,40,25.0,,,,,,25.0,20.0,20.0,15.0,,,,,COMPLETE
341,341,0.8222222222222222,2025-01-08 08:55:06.572301,2025-01-08 08:55:11.276787,0 days 00:00:04.704486,5,1,1,30,40.0,,,,,,30.0,20.0,10.0,,,,,,COMPLETE
342,342,0.0,2025-01-08 08:55:11.277813,2025-01-08 08:55:21.996562,0 days 00:00:10.718749,14,1,1,40,40.0,25.0,5.0,5.0,5.0,,25.0,20.0,20.0,10.0,35.0,15.0,20.0,45.0,COMPLETE
343,343,0.8499583217560434,2025-01-08 08:55:21.997941,2025-01-08 08:55:27.871353,0 days 00:00:05.873412,7,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,25.0,,,,COMPLETE
344,344,0.8234463276836159,2025-01-08 08:55:27.872403,2025-01-08 08:55:34.917596,0 days 00:00:07.045193,6,1,3,35,40.0,,,,,,15.0,25.0,5.0,15.0,,,,,COMPLETE
345,345,0.7956112852664576,2025-01-08 08:55:34.918956,2025-01-08 08:55:39.492660,0 days 00:00:04.573704,5,1,1,30,25.0,,,,,,20.0,30.0,30.0,,,,,,COMPLETE
346,346,0.8544710695499708,2025-01-08 08:55:39.493676,2025-01-08 08:55:45.436725,0 days 00:00:05.943049,7,1,1,40,20.0,,,,,,25.0,25.0,25.0,15.0,45.0,,,,COMPLETE
347,347,0.8272375854891465,2025-01-08 08:55:45.437946,2025-01-08 08:55:50.694368,0 days 00:00:05.256422,6,1,1,30,35.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
348,348,0.758631512868801,2025-01-08 08:55:50.695312,2025-01-08 08:55:57.614532,0 days 00:00:06.919220,8,1,1,30,45.0,,,,,,20.0,25.0,25.0,15.0,35.0,50.0,,,COMPLETE
349,349,0.7068095838587642,2025-01-08 08:55:57.615556,2025-01-08 08:56:02.498146,0 days 00:00:04.882590,5,5,2,25,10.0,,,,,,20.0,30.0,25.0,,,,,,COMPLETE
350,350,0.885483870967742,2025-01-08 08:56:02.498948,2025-01-08 08:56:07.722663,0 days 00:00:05.223715,6,1,1,30,40.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
351,351,0.6666666666666666,2025-01-08 08:56:07.723706,2025-01-08 08:56:15.018930,0 days 00:00:07.295224,6,1,5,35,40.0,,,,,,25.0,25.0,10.0,20.0,,,,,COMPLETE
352,352,0.0,2025-01-08 08:56:15.020116,2025-01-08 08:56:25.311185,0 days 00:00:10.291069,13,1,1,30,45.0,45.0,40.0,30.0,,,20.0,25.0,30.0,15.0,40.0,5.0,10.0,10.0,COMPLETE
353,353,0.8360655737704918,2025-01-08 08:56:25.346465,2025-01-08 08:56:31.242244,0 days 00:00:05.895779,7,1,1,30,35.0,,,,,,20.0,15.0,25.0,10.0,35.0,,,,COMPLETE
354,354,0.856416054267948,2025-01-08 08:56:31.243350,2025-01-08 08:56:36.381121,0 days 00:00:05.137771,6,1,1,30,40.0,,,,,,15.0,30.0,25.0,15.0,,,,,COMPLETE
355,355,0.8012295081967213,2025-01-08 08:56:36.382257,2025-01-08 08:56:41.817039,0 days 00:00:05.434782,6,1,1,40,40.0,,,,,,20.0,25.0,20.0,15.0,,,,,COMPLETE
356,356,0.8500000000000001,2025-01-08 08:56:41.818217,2025-01-08 08:56:47.485564,0 days 00:00:05.667347,6,1,1,45,40.0,,,,,,25.0,25.0,25.0,20.0,,,,,COMPLETE
357,357,0.8572639909553419,2025-01-08 08:56:47.486767,2025-01-08 08:56:53.183306,0 days 00:00:05.696539,7,1,1,30,25.0,,,,,,35.0,25.0,25.0,15.0,25.0,,,,COMPLETE
358,358,0.6499999999999999,2025-01-08 08:56:53.184294,2025-01-08 08:56:58.147738,0 days 00:00:04.963444,6,3,1,30,40.0,,,,,,20.0,20.0,15.0,15.0,,,,,COMPLETE
359,359,0.8261904761904761,2025-01-08 08:56:58.148809,2025-01-08 08:57:04.261539,0 days 00:00:06.112730,7,1,1,40,40.0,,,,,,20.0,30.0,25.0,15.0,45.0,,,,COMPLETE
360,360,0.8452380952380952,2025-01-08 08:57:04.262802,2025-01-08 08:57:11.388810,0 days 00:00:07.126008,8,1,1,30,40.0,,,,,,20.0,25.0,30.0,15.0,40.0,45.0,,,COMPLETE
361,361,0.7940991839296924,2025-01-08 08:57:11.390062,2025-01-08 08:57:15.745646,0 days 00:00:04.355584,5,1,1,35,25.0,,,,,,20.0,25.0,20.0,,,,,,COMPLETE
362,362,0.7636363636363637,2025-01-08 08:57:15.746697,2025-01-08 08:57:21.147544,0 days 00:00:05.400847,6,1,1,25,40.0,,,,,,20.0,25.0,25.0,10.0,,,,,COMPLETE
363,363,0.8224559232910609,2025-01-08 08:57:21.148606,2025-01-08 08:57:26.499446,0 days 00:00:05.350840,6,1,1,30,40.0,,,,,,30.0,25.0,25.0,15.0,,,,,COMPLETE
364,364,0.8304597701149425,2025-01-08 08:57:26.500613,2025-01-08 08:57:32.574280,0 days 00:00:06.073667,7,1,1,30,50.0,,,,,,15.0,30.0,25.0,25.0,35.0,,,,COMPLETE
365,365,0.11458333333333333,2025-01-08 08:57:32.575205,2025-01-08 08:57:41.775147,0 days 00:00:09.199942,6,1,4,30,40.0,,,,,,25.0,25.0,20.0,15.0,,,,,COMPLETE
366,366,0.8429276315789473,2025-01-08 08:57:41.776508,2025-01-08 08:57:46.825355,0 days 00:00:05.048847,5,1,1,40,30.0,,,,,,20.0,50.0,35.0,,,,,,COMPLETE
367,367,0.8272375854891465,2025-01-08 08:57:46.847414,2025-01-08 08:57:52.000239,0 days 00:00:05.152825,6,1,1,30,35.0,,,,,,20.0,25.0,25.0,15.0,,,,,COMPLETE
368,368,0.8926229508196721,2025-01-08 08:57:52.001328,2025-01-08 08:57:58.286617,0 days 00:00:06.285289,7,1,1,50,40.0,,,,,,25.0,25.0,10.0,15.0,50.0,,,,COMPLETE
369,369,0.840677966101695,2025-01-08 08:57:58.287549,2025-01-08 08:58:03.956956,0 days 00:00:05.669407,7,1,1,50,5.0,,,,,,25.0,20.0,10.0,15.0,50.0,,,,COMPLETE
370,370,0.7222437137330755,2025-01-08 08:58:03.957900,2025-01-08 08:58:10.787488,0 days 00:00:06.829588,8,1,1,45,20.0,,,,,,25.0,30.0,10.0,10.0,50.0,35.0,,,COMPLETE
371,371,0.8666666666666667,2025-01-08 08:58:10.788711,2025-01-08 08:58:16.920817,0 days 00:00:06.132106,7,1,1,45,40.0,,,,,,25.0,25.0,10.0,15.0,50.0,,,,COMPLETE
372,372,0.8083441981747066,2025-01-08 08:58:16.921748,2025-01-08 08:58:23.010980,0 days 00:00:06.089232,7,1,1,50,15.0,,,,,,30.0,25.0,10.0,20.0,45.0,,,,COMPLETE
373,373,0.8926229508196721,2025-01-08 08:58:23.012140,2025-01-08 08:58:29.277052,0 days 00:00:06.264912,7,1,1,50,40.0,,,,,,25.0,25.0,10.0,15.0,50.0,,,,COMPLETE
374,374,0.8709677419354839,2025-01-08 08:58:29.302046,2025-01-08 08:58:35.689274,0 days 00:00:06.387228,7,1,1,50,45.0,,,,,,25.0,25.0,10.0,15.0,50.0,,,,COMPLETE
375,375,0.8333333333333334,2025-01-08 08:58:35.715814,2025-01-08 08:58:41.802767,0 days 00:00:06.086953,7,1,1,50,20.0,,,,,,25.0,25.0,10.0,15.0,50.0,,,,COMPLETE
376,376,0.7916542473919523,2025-01-08 08:58:41.803756,2025-01-08 08:58:48.719464,0 days 00:00:06.915708,8,1,1,50,40.0,,,,,,25.0,20.0,10.0,15.0,50.0,15.0,,,COMPLETE
377,377,0.7641543454742157,2025-01-08 08:58:48.747085,2025-01-08 08:58:54.938750,0 days 00:00:06.191665,7,1,1,50,30.0,,,,,,25.0,30.0,10.0,15.0,45.0,,,,COMPLETE
378,378,0.8688172043010753,2025-01-08 08:58:54.939986,2025-01-08 08:59:01.248995,0 days 00:00:06.309009,7,1,1,50,25.0,,,,,,25.0,25.0,10.0,35.0,50.0,,,,COMPLETE
379,379,0.39655172413793105,2025-01-08 08:59:01.249970,2025-01-08 08:59:08.158241,0 days 00:00:06.908271,8,1,1,50,40.0,,,,,,25.0,25.0,10.0,10.0,45.0,30.0,,,COMPLETE
380,380,0.859212684527064,2025-01-08 08:59:08.187532,2025-01-08 08:59:14.617534,0 days 00:00:06.430002,7,1,1,50,35.0,,,,,,25.0,30.0,15.0,15.0,50.0,,,,COMPLETE
381,381,0.8709677419354839,2025-01-08 08:59:14.618728,2025-01-08 08:59:20.988790,0 days 00:00:06.370062,7,1,1,50,40.0,,,,,,25.0,25.0,5.0,25.0,45.0,,,,COMPLETE
382,382,0.7720588235294117,2025-01-08 08:59:20.990025,2025-01-08 08:59:23.141151,0 days 00:00:02.151126,1,1,2,50,,,,,,,,,,,,,,,COMPLETE
383,383,0.8926229508196721,2025-01-08 08:59:23.148118,2025-01-08 08:59:29.314895,0 days 00:00:06.166777,7,1,1,50,40.0,,,,,,25.0,25.0,10.0,15.0,50.0,,,,COMPLETE
384,384,0.7059322033898305,2025-01-08 08:59:29.316115,2025-01-08 08:59:35.331901,0 days 00:00:06.015786,7,3,1,50,40.0,,,,,,25.0,25.0,10.0,20.0,50.0,,,,COMPLETE
385,385,0.7902680197762164,2025-01-08 08:59:35.333360,2025-01-08 08:59:43.573171,0 days 00:00:08.239811,8,1,2,50,30.0,,,,,,25.0,25.0,10.0,15.0,50.0,25.0,,,COMPLETE
386,386,0.8688172043010753,2025-01-08 08:59:43.600453,2025-01-08 08:59:49.815218,0 days 00:00:06.214765,7,1,1,50,40.0,,,,,,25.0,30.0,5.0,15.0,50.0,,,,COMPLETE
387,387,0.8344430992736077,2025-01-08 08:59:49.816433,2025-01-08 08:59:56.235875,0 days 00:00:06.419442,7,1,1,50,45.0,,,,,,30.0,20.0,10.0,15.0,45.0,,,,COMPLETE
388,388,0.8423645320197044,2025-01-08 08:59:56.237119,2025-01-08 09:00:02.299732,0 days 00:00:06.062613,7,1,1,50,25.0,,,,,,25.0,25.0,10.0,15.0,50.0,,,,COMPLETE
389,389,0.8833333333333333,2025-01-08 09:00:02.300950,2025-01-08 09:00:08.596394,0 days 00:00:06.295444,7,1,1,50,40.0,,,,,,25.0,25.0,10.0,15.0,45.0,,,,COMPLETE
390,390,0.8663517643789942,2025-01-08 09:00:08.597559,2025-01-08 09:00:16.016240,0 days 00:00:07.418681,8,1,1,50,40.0,,,,,,25.0,15.0,15.0,15.0,50.0,35.0,,,COMPLETE
391,391,0.8688172043010753,2025-01-08 09:00:16.017464,2025-01-08 09:00:22.071665,0 days 00:00:06.054201,7,1,1,50,25.0,,,,,,25.0,25.0,10.0,10.0,45.0,,,,COMPLETE
392,392,0.8166157265907197,2025-01-08 09:00:22.072725,2025-01-08 09:00:28.277425,0 days 00:00:06.204700,7,1,1,40,40.0,,,,,,25.0,25.0,10.0,20.0,50.0,,,,COMPLETE
393,393,0.8942358540454786,2025-01-08 09:00:28.278638,2025-01-08 09:00:33.778247,0 days 00:00:05.499609,6,1,1,45,35.0,,,,,,25.0,25.0,15.0,15.0,,,,,COMPLETE
394,394,0.0,2025-01-08 09:00:33.779716,2025-01-08 09:00:40.850887,0 days 00:00:07.071171,9,1,1,45,35.0,,,,,,25.0,25.0,15.0,15.0,30.0,10.0,15.0,,COMPLETE
