,number,value,datetime_start,datetime_complete,duration,params_depth,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,params_orders_layer_0,params_orders_layer_1,params_orders_layer_2,params_orders_layer_3,params_orders_layer_4,params_orders_layer_5,params_orders_layer_6,params_orders_layer_7,params_orders_layer_8,params_orders_layer_9,state
74,74,0.7960188143988292,2025-01-05 15:50:25.195263,2025-01-05 15:51:02.892474,0 days 00:00:37.697211,7,20,50.0,75.0,25.0,20.0,70.0,5.0,,,,4,6.0,3.0,2.0,3.0,6.0,2.0,,,,COMPLETE
75,75,0.8473503156591908,2025-01-05 15:51:02.893081,2025-01-05 15:51:40.757410,0 days 00:00:37.864329,10,15,15.0,100.0,5.0,55.0,45.0,60.0,55.0,80.0,30.0,4,6.0,4.0,4.0,2.0,5.0,4.0,2.0,2.0,3.0,COMPLETE
76,76,0.7741529258909505,2025-01-05 15:51:40.758169,2025-01-05 15:52:33.908741,0 days 00:00:53.150572,9,5,5.0,45.0,15.0,50.0,60.0,80.0,70.0,80.0,,4,4.0,2.0,3.0,5.0,6.0,3.0,6.0,3.0,,COMPLETE
77,77,0.8681160632806204,2025-01-05 15:52:33.909946,2025-01-05 15:53:40.674103,0 days 00:01:06.764157,9,15,15.0,60.0,10.0,40.0,40.0,95.0,95.0,90.0,,4,3.0,6.0,6.0,4.0,5.0,2.0,3.0,4.0,,COMPLETE
78,78,0.8857781298916697,2025-01-05 15:53:40.674950,2025-01-05 15:54:59.566513,0 days 00:01:18.891563,10,10,10.0,80.0,30.0,95.0,80.0,100.0,80.0,50.0,55.0,5,5.0,5.0,3.0,6.0,6.0,3.0,4.0,3.0,5.0,COMPLETE
79,79,0.8661074498212472,2025-01-05 15:54:59.567702,2025-01-05 15:56:10.666625,0 days 00:01:11.098923,7,50,10.0,10.0,30.0,95.0,80.0,100.0,,,,5,5.0,5.0,3.0,6.0,5.0,3.0,,,,COMPLETE
80,80,0.8555800813573682,2025-01-05 15:56:10.667315,2025-01-05 15:57:54.736053,0 days 00:01:44.068738,9,60,5.0,80.0,40.0,100.0,90.0,95.0,80.0,45.0,,5,2.0,6.0,6.0,6.0,6.0,3.0,4.0,2.0,,COMPLETE
81,81,0.8747669093072565,2025-01-05 15:57:54.736896,2025-01-05 15:59:11.254845,0 days 00:01:16.517949,10,10,20.0,90.0,20.0,90.0,75.0,90.0,65.0,25.0,60.0,5,5.0,5.0,3.0,6.0,6.0,3.0,4.0,3.0,6.0,COMPLETE
82,82,0.8505618495257914,2025-01-05 15:59:11.255787,2025-01-05 16:00:18.782012,0 days 00:01:07.526225,10,10,10.0,75.0,35.0,90.0,75.0,100.0,80.0,25.0,60.0,5,5.0,5.0,3.0,6.0,6.0,3.0,4.0,3.0,5.0,COMPLETE
83,83,0.8682808497341692,2025-01-05 16:00:18.782739,2025-01-05 16:01:37.574097,0 days 00:01:18.791358,10,15,15.0,90.0,20.0,100.0,95.0,90.0,95.0,10.0,85.0,5,5.0,5.0,3.0,6.0,6.0,3.0,4.0,4.0,4.0,COMPLETE
84,84,0.8195200834843915,2025-01-05 16:01:37.574988,2025-01-05 16:03:01.724687,0 days 00:01:24.149699,10,5,20.0,50.0,30.0,90.0,70.0,85.0,75.0,25.0,60.0,5,5.0,5.0,3.0,6.0,6.0,3.0,4.0,3.0,5.0,COMPLETE
85,85,0.8796815609659738,2025-01-05 16:03:01.725579,2025-01-05 16:04:01.061551,0 days 00:00:59.335972,8,20,5.0,55.0,15.0,90.0,100.0,95.0,85.0,,,5,4.0,5.0,2.0,6.0,6.0,3.0,4.0,,,COMPLETE
86,86,0.8506266201157396,2025-01-05 16:04:01.062365,2025-01-05 16:05:21.636008,0 days 00:01:20.573643,8,10,5.0,55.0,5.0,90.0,85.0,80.0,85.0,,,5,4.0,5.0,2.0,6.0,6.0,3.0,5.0,,,COMPLETE
87,87,0.8538014220552518,2025-01-05 16:05:21.636862,2025-01-05 16:06:15.075898,0 days 00:00:53.439036,8,10,10.0,65.0,15.0,95.0,100.0,40.0,90.0,,,6,4.0,5.0,2.0,6.0,6.0,5.0,4.0,,,COMPLETE
