,number,value,datetime_start,datetime_complete,duration,params_depth,params_grids_0,params_grids_1,params_grids_10,params_grids_11,params_grids_12,params_grids_13,params_grids_14,params_grids_15,params_grids_16,params_grids_17,params_grids_18,params_grids_19,params_grids_2,params_grids_3,params_grids_4,params_grids_5,params_grids_6,params_grids_7,params_grids_8,params_grids_9,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_10,params_neurons_layer_11,params_neurons_layer_12,params_neurons_layer_13,params_neurons_layer_14,params_neurons_layer_15,params_neurons_layer_16,params_neurons_layer_17,params_neurons_layer_18,params_neurons_layer_19,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,state
32,32,0.8064602064602064,2025-01-05 07:22:55.654303,2025-01-05 07:23:03.964007,0 days 00:00:08.309704,2,3,15.0,,,,,,,,,,,,,,,,,,,10,15.0,,,,,,,,,,,,,,,,,,,COMPLETE
33,33,0.26193101122575374,2025-01-05 07:23:03.964396,2025-01-05 07:23:28.754972,0 days 00:00:24.790576,5,5,11.0,,,,,,,,,,,13.0,10.0,8.0,,,,,,15,40.0,,,,,,,,,,,10.0,30.0,35.0,,,,,,COMPLETE
34,34,0.6052309688673325,2025-01-05 07:23:28.755417,2025-01-05 07:23:44.728175,0 days 00:00:15.972758,4,4,3.0,,,,,,,,,,,5.0,3.0,,,,,,,10,25.0,,,,,,,,,,,45.0,40.0,,,,,,,COMPLETE
35,35,0.8054409618957254,2025-01-05 07:23:44.728758,2025-01-05 07:23:53.431685,0 days 00:00:08.702927,2,2,4.0,,,,,,,,,,,,,,,,,,,20,30.0,,,,,,,,,,,,,,,,,,,COMPLETE
36,36,0.5651615047230295,2025-01-05 07:23:53.432039,2025-01-05 07:24:19.662731,0 days 00:00:26.230692,3,8,13.0,,,,,,,,,,,9.0,,,,,,,,20,35.0,,,,,,,,,,,50.0,,,,,,,,COMPLETE
37,37,0.5121717119133762,2025-01-05 07:24:19.663141,2025-01-05 07:24:51.531556,0 days 00:00:31.868415,5,6,2.0,,,,,,,,,,,3.0,6.0,10.0,,,,,,15,60.0,,,,,,,,,,,25.0,45.0,45.0,,,,,,COMPLETE
38,38,0.3903115526027221,2025-01-05 07:24:51.532191,2025-01-05 07:24:55.373811,0 days 00:00:03.841620,1,4,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,COMPLETE
39,39,0.4353173942552728,2025-01-05 07:24:55.374147,2025-01-05 07:25:45.180784,0 days 00:00:49.806637,7,10,10.0,,,,,,,,,,,11.0,1.0,2.0,11.0,1.0,,,,35,45.0,,,,,,,,,,,60.0,15.0,25.0,15.0,40.0,,,,COMPLETE
40,40,0.4955301938225468,2025-01-05 07:25:45.181472,2025-01-05 07:26:32.200670,0 days 00:00:47.019198,4,7,7.0,,,,,,,,,,,7.0,14.0,,,,,,,25,55.0,,,,,,,,,,,40.0,55.0,,,,,,,COMPLETE
41,41,0.8085376695270581,2025-01-05 07:26:32.201234,2025-01-05 07:26:40.669649,0 days 00:00:08.468415,2,3,15.0,,,,,,,,,,,,,,,,,,,10,15.0,,,,,,,,,,,,,,,,,,,COMPLETE
